emp_title,emp_length,homeownership,annual_income,debt_to_income,delinq_2y,earliest_credit_line,total_credit_lines,open_credit_lines,total_debit_limit,loan_purpose,loan_amount,balance,account_never_delinq_percent
bilingual case manager ,2,OWN,95000,24.03,0,1991,21,11,70600,debt_consolidation,35000,30890.38,100
attorney,0,RENT,90500,25.13,0,2007,32,18,12300,credit_card,17000,0,100
,NA,RENT,20280,26.33,0,1998,14,7,19400,credit_card,6025,5737.13,100
finance manager,6,RENT,168000,13.4,0,2008,23,13,60700,credit_card,12000,10557.71,95.7
nursing assistant,3,OWN,43500,19.34,0,2012,16,11,48900,debt_consolidation,7800,7213.38,100
design sales,10,MORTGAGE,70000,32.08,8,1985,40,18,46100,credit_card,28000,25612.89,67.5
administrative secretary ,10,RENT,69108,17.36,0,2006,11,6,24000,credit_card,10000,8339.05,100
auto body estimator,0,MORTGAGE,65000,23.02,1,2001,17,7,0,debt_consolidation,25000,23776.62,76.5
truck driver,7,MORTGAGE,72000,29.66,0,2007,35,15,38200,credit_card,16000,15622.37,100
owner,10,RENT,35000,31.72,0,1995,9,7,29500,debt_consolidation,12000,10590.97,88.9
claims clerk,10,RENT,45000,43.6,0,1999,12,8,28400,medical,2800,2477.74,100
,NA,MORTGAGE,91690,21.56,0,2003,56,12,55200,credit_card,25000,24409.95,100
attorney,4,MORTGAGE,120000,26.24,1,1994,20,11,39700,credit_card,35000,32391.26,100
sales consultant,3,RENT,70000,15.14,0,1989,12,10,5600,debt_consolidation,20000,18194.52,91.7
,NA,MORTGAGE,55000,7.44,1,1996,34,15,10300,debt_consolidation,10000,8985.52,94.1
engineering project manager,4,MORTGAGE,105000,12.98,0,2004,29,7,41000,debt_consolidation,20000,17408.96,100
staffing coordinator,10,RENT,56000,15.8,0,2014,7,7,8400,credit_card,6000,5364.21,100
registered nurse ,10,OWN,120000,18.46,0,1999,20,12,83900,house,10000,9226.01,100
project manager ,0,OWN,85000,8.97,0,2003,19,6,7500,debt_consolidation,12000,11453.14,78.9
,NA,MORTGAGE,60000,11.76,0,2003,23,11,3000,debt_consolidation,10000,9525.68,95.2
office manager,10,OWN,49500,24.53,0,1996,43,16,46400,debt_consolidation,12500,11551.47,100
owner,10,MORTGAGE,70000,17.74,0,2001,21,10,42000,debt_consolidation,20000,18750.49,100
licensed lending officer,1,RENT,100000,9.08,0,2008,6,5,11000,credit_card,12000,11426.66,83.3
manager,7,RENT,38678,11.7,10,2001,52,8,6400,credit_card,4000,3710.06,23.4
modeler,1,RENT,25000,1.65,0,2004,4,3,500,major_purchase,10000,9429.45,100
automotive equipment mechanic,10,RENT,77000,17.1,0,2003,11,9,6700,debt_consolidation,10000,9296.37,100
assist manager ,3,RENT,42000,0.63,0,1993,12,3,5500,debt_consolidation,2800,2530.12,91.7
senior transportation surveyor,10,MORTGAGE,120000,21.4,0,2002,22,11,25600,other,5000,4492.76,100
engineering specialist,10,MORTGAGE,133000,20.86,0,2006,26,9,7200,other,32000,0,100
erse 4,10,RENT,64934,18.55,1,2002,20,8,7500,debt_consolidation,9600,8940.03,95
qa analyst,0,MORTGAGE,45000,25.07,0,2006,26,17,16700,debt_consolidation,15000,14125.77,96
,10,RENT,65000,30.72,0,2003,21,8,6000,other,14400,13356.21,100
paralegal,5,MORTGAGE,52000,22.52,0,2007,25,17,25700,debt_consolidation,10000,9036.27,100
store manager,2,RENT,22800,20.59,0,2007,12,9,30000,debt_consolidation,21000,19606.87,100
analyst general,10,MORTGAGE,152000,10,0,2003,60,28,92300,home_improvement,40000,35863.53,100
floor manager,0,OWN,37700,13.91,0,1994,25,19,17900,credit_card,10000,9703.41,68
payroll mgr,10,OWN,49300,14,0,1999,21,12,13500,home_improvement,1000,905.73,100
president,10,MORTGAGE,288000,33.54,0,1986,43,22,67200,home_improvement,17150,14969.16,100
compliance consultant,6,RENT,65000,15.92,0,2005,31,12,47500,debt_consolidation,16000,14923.34,100
district sales manager,2,MORTGAGE,90000,20.23,0,1999,22,17,37400,credit_card,24000,21671.17,100
,NA,RENT,50000,24.27,0,1978,43,10,18300,major_purchase,20000,17596.2,100
soldier,2,RENT,72000,14.18,0,2012,17,14,10000,other,28000,25219.85,100
service tech,2,RENT,54500,24.64,0,2007,15,9,24800,debt_consolidation,25000,23706.16,93.3
medical record qa,10,RENT,36433,26.93,0,2004,19,10,9500,debt_consolidation,6000,0,100
,NA,OWN,68000,25.16,0,1989,33,15,40100,debt_consolidation,40000,37904.12,100
office manager,10,MORTGAGE,20000,11.28,0,2009,9,5,35500,debt_consolidation,15000,13949.61,100
lead medical secretary,4,RENT,70000,19.98,0,2006,21,18,61600,debt_consolidation,15000,13871.88,100
project specialist,1,OWN,80000,9.29,0,2004,11,5,21600,debt_consolidation,25000,0,100
senior developer,10,MORTGAGE,130000,17.28,0,1997,28,10,22800,debt_consolidation,10000,9254.62,75
customer service specialist,4,RENT,55000,24.22,7,2001,36,29,14200,debt_consolidation,15000,14526.88,77.8
president,10,MORTGAGE,156000,29.99,0,1988,48,23,218100,debt_consolidation,30000,26152.46,100
dental assistance/administration ,6,MORTGAGE,40000,27.78,0,2003,16,8,32600,debt_consolidation,25000,24394.55,100
lab tech,10,OWN,90000,11.47,3,2006,64,26,53600,other,28000,26421.36,95.3
register nurse,9,MORTGAGE,79000,25.49,0,1996,22,13,34500,credit_card,25000,23462.69,100
truck driver,10,RENT,59000,16.11,0,2002,11,8,28600,credit_card,13000,12031.01,100
administrator,10,MORTGAGE,50000,34.09,0,1999,22,8,15800,debt_consolidation,10000,9023.01,95.5
checker,10,RENT,38000,11.5,0,2006,21,9,9400,other,2000,0,100
,NA,OWN,18000,28,0,1988,21,16,29000,debt_consolidation,10000,9296.37,100
press operator ,10,OWN,54000,17.18,0,2008,21,13,12100,debt_consolidation,7000,6329.98,100
it technical lead,8,MORTGAGE,112000,11.7,0,2007,10,9,43300,debt_consolidation,30000,28996.23,100
president,8,OWN,85000,9.83,0,1993,18,11,98600,debt_consolidation,20000,17408.96,100
,NA,OWN,25200,28.52,0,2014,8,8,8500,debt_consolidation,10000,9066.64,100
family and community advocate ,4,RENT,49000,21.41,0,2005,59,37,33100,credit_card,7000,6354.8,89.8
supply chain specialist,10,RENT,68000,26.83,0,2007,30,20,19700,debt_consolidation,23000,21801.18,100
analyst ,1,RENT,48000,16.79,0,2014,7,6,12000,debt_consolidation,20000,19476.18,100
svp client management,10,RENT,289000,13.22,0,1996,30,10,37800,credit_card,35000,33876.29,100
program analyst,10,RENT,69860,13,1,2001,30,13,27500,debt_consolidation,10000,9603.61,93.3
owner,10,OWN,60000,37.5,0,2000,24,6,16000,credit_card,10000,8739,100
h&s inspector,8,RENT,86000,8.47,0,2008,21,14,21100,debt_consolidation,15000,13920.33,100
head baseball coach,5,MORTGAGE,75000,19.78,4,2006,56,11,26500,home_improvement,6000,5289.39,85.7
hha ,7,RENT,30000,28.81,1,2000,35,16,26500,debt_consolidation,6000,5601.95,97.1
foreman,10,MORTGAGE,105000,21.97,0,2005,16,7,10000,debt_consolidation,13650,12810.59,100
cyber warfare,8,MORTGAGE,110000,16.31,0,2003,19,6,19500,debt_consolidation,20000,18540.05,84.2
poker dealer,10,OWN,44000,3.25,0,2006,18,8,22800,debt_consolidation,10000,8717.45,100
estimator,10,MORTGAGE,108000,28.65,0,1999,49,14,69800,debt_consolidation,35725,0,100
route sales rep,5,MORTGAGE,55000,23.13,0,2006,38,7,4600,other,3000,2624.82,72.2
6th grade teacher,0,RENT,55000,41.72,1,1993,14,11,19900,debt_consolidation,12000,10609.61,85.7
,NA,MORTGAGE,25000,11.59,1,1978,25,9,7200,other,10000,9336.7,75
sous chef,10,RENT,55000,25.53,0,2004,27,13,33400,credit_card,12000,11097.5,100
management services director,10,RENT,76000,28.52,0,2001,37,15,40800,car,4600,690.85,97.3
dental hygienist,0,RENT,35000,17.42,0,2009,15,11,69900,major_purchase,13000,12310.38,100
cocktail ,3,OWN,37540,26.28,0,2015,6,6,1000,credit_card,10000,9537.6,100
electrician,9,MORTGAGE,62628,23.97,0,1988,18,10,31700,home_improvement,5700,5131.64,88.9
machine adjuster ,10,OWN,41000,10.1,0,2009,5,3,7500,home_improvement,10000,8016.18,100
flight attendant,9,RENT,62000,17.42,0,1996,19,9,14600,debt_consolidation,15000,12741.5,100
warehouse worker,0,RENT,10000,20.77,0,2009,9,4,3700,credit_card,5600,5139.1,100
felony collections officer,10,RENT,48000,18.8,0,2002,18,11,3700,credit_card,11000,10396.75,94.4
electrical engineer,10,MORTGAGE,108000,8.2,1,1997,28,15,30000,debt_consolidation,25000,23706.16,82.1
sales,4,MORTGAGE,140000,14.46,0,1986,25,8,34000,debt_consolidation,25000,23738.83,100
engineer,10,RENT,70000,16.58,0,2007,13,7,47800,credit_card,5000,4637.57,92
sales,5,MORTGAGE,55000,3.51,0,1990,11,9,4800,debt_consolidation,7000,6473.55,90.9
vp,0,MORTGAGE,100000,20.71,0,2007,41,17,15900,debt_consolidation,35000,34341.28,95.1
executive assistant/bookkeeper,3,RENT,90000,6.53,0,2008,37,16,38400,debt_consolidation,12000,9482.5,100
,NA,RENT,65000,19.68,0,2005,12,10,26900,other,40000,37080.14,91.7
accounting manager,10,MORTGAGE,150000,9.86,0,1992,39,10,22500,credit_card,20000,19164.16,97.4
patient transport,3,OWN,20000,12.02,0,2013,5,5,3000,debt_consolidation,3500,3161.11,100
owner,7,MORTGAGE,50000,27.48,0,2009,15,8,20500,other,2500,2266.35,100
manager ge,2,MORTGAGE,190000,11.53,1,1996,27,9,48000,credit_card,15000,14630.63,92.6
assembly ,4,RENT,72000,5.55,2,2001,36,14,6700,debt_consolidation,10000,9515.25,82.9
registered nurse,1,MORTGAGE,50000,19.18,0,2007,34,17,2500,credit_card,12000,10548.1,100
registered nurse,10,MORTGAGE,75000,26.62,0,1985,30,16,26000,credit_card,14000,12999.42,96.7
vice president,9,MORTGAGE,100000,29.43,0,1995,28,9,33700,debt_consolidation,10500,10001.98,92.9
rental consultant,5,RENT,60000,8.16,0,2011,7,7,23400,debt_consolidation,10000,8985.52,100
,NA,RENT,17000,18.15,2,2008,17,9,6200,credit_card,10200,9182.77,82.4
live hanger,9,OWN,42000,16.41,0,2014,18,14,13700,debt_consolidation,10000,9078.21,100
,NA,MORTGAGE,80000,15.71,0,2005,20,7,6900,debt_consolidation,15000,14373.11,94.1
project engineer ,1,RENT,69000,22.75,0,2009,12,9,7000,debt_consolidation,25200,23504.26,100
customer success manager,8,MORTGAGE,75000,13.58,0,2007,37,22,74900,credit_card,5000,4358.7,100
assistant district attorney ,10,MORTGAGE,156000,8.04,1,1993,34,16,31300,debt_consolidation,12000,11105.43,79.4
wareworker,5,MORTGAGE,55000,9.54,0,1996,29,16,49800,major_purchase,4000,3693.7,100
mechanic,10,MORTGAGE,128000,33.76,0,1989,21,12,9500,other,36000,34625.77,95.2
manager,2,MORTGAGE,70000,26.71,0,1988,20,7,18800,debt_consolidation,6000,5391.31,100
workers compensation ,8,OWN,66000,17.69,0,2005,10,6,4500,other,1200,1057.84,100
plumber,0,MORTGAGE,110000,6.09,0,2008,21,8,13000,other,10000,9327.09,85
,NA,MORTGAGE,31656,22.22,0,2005,17,8,9400,debt_consolidation,17950,16759.21,82.4
home provider,10,MORTGAGE,47595,64.47,1,1988,37,12,47300,debt_consolidation,14000,12947.11,97.3
technology team leader,5,MORTGAGE,106000,15.66,0,1997,30,15,18900,debt_consolidation,11000,9612.89,100
senior systems architect,3,MORTGAGE,96800,13.2,0,2003,13,7,41500,debt_consolidation,40000,37940.61,100
owner ,10,RENT,43000,19.26,0,2004,12,5,4700,other,25000,23499.98,83.3
teacher,3,MORTGAGE,70000,21.98,0,1984,26,9,37800,major_purchase,1800,1566.81,100
,NA,MORTGAGE,75000,22.16,0,1981,30,11,43100,debt_consolidation,7200,6300.04,86.7
project associate,6,RENT,61400,11.83,0,2009,16,9,17500,debt_consolidation,8000,7387.42,100
air traffic controller,3,RENT,90000,22.68,0,2008,19,8,21000,credit_card,14000,12680.15,100
accounts payable,1,RENT,50000,20.93,0,2004,32,15,41800,major_purchase,21000,19755.58,100
patient safety companion,1,RENT,31000,17.42,0,2006,28,14,1800,credit_card,10000,8968.96,82.1
community development officer,3,RENT,78000,16.51,0,2009,9,8,31700,credit_card,20000,11592.7,100
project control,7,MORTGAGE,130000,14.76,0,2006,32,6,21000,home_improvement,30000,27810.09,100
program coordinator ,1,MORTGAGE,122000,24.01,0,1993,30,13,46700,debt_consolidation,18000,16733.47,100
management ,10,OWN,57000,2.58,0,2000,41,17,76000,house,28000,24372.55,100
licensed nurse,1,RENT,82000,18.35,0,2009,29,18,55700,debt_consolidation,35000,33514.2,100
relationship specialist,5,MORTGAGE,50000,30.96,1,1997,48,25,62400,debt_consolidation,12000,11155.65,97.9
settlement officer ,10,RENT,74000,14.26,0,2003,39,22,25200,debt_consolidation,18000,16713.54,100
registered nurse,2,RENT,48000,21.85,0,2008,12,10,17000,debt_consolidation,30000,28837.41,100
owner,10,RENT,25000,8.68,0,2005,8,7,25500,other,14000,13655.24,100
sr account executive,9,MORTGAGE,140000,11.16,0,1992,20,12,96800,credit_card,36000,33243.38,100
bc111,10,MORTGAGE,45000,25.47,0,2001,20,8,18600,home_improvement,5500,4942.01,100
program coordinator,10,RENT,49000,23.22,0,2006,44,22,46900,debt_consolidation,16000,15381.5,97.7
,NA,MORTGAGE,70000,20.44,0,1999,33,7,19500,debt_consolidation,40000,34956.09,97
horticulture inspector ,2,RENT,40000,22.05,0,2004,24,17,14600,credit_card,10000,9285.29,95.8
purchasing supervisor,5,MORTGAGE,96000,22.4,0,2003,24,21,40600,debt_consolidation,14000,13420.87,100
assistant financial controller,3,MORTGAGE,170000,13.18,0,1998,21,12,42100,credit_card,19000,17072.27,100
baggage handler,10,MORTGAGE,86000,16.72,0,2006,28,18,27400,debt_consolidation,12000,10868.71,100
content review specialist,0,RENT,38000,7.58,0,2008,3,3,22700,credit_card,7000,6153.03,100
registered nurse,10,RENT,100000,15,0,2000,24,7,33600,credit_card,20000,19575.02,95.8
attorney,10,RENT,70000,31.53,0,2001,38,20,26800,credit_card,10000,9029.64,97.3
human resources ,6,RENT,46500,16.52,0,2000,24,11,41700,other,10500,9893.05,100
truck driver,6,MORTGAGE,82000,9.06,0,2008,15,9,9000,other,15000,14233.07,100
machine operator,5,MORTGAGE,81900,11.21,0,2003,28,13,10900,credit_card,18000,15914.44,92.6
assistant district attorney,2,RENT,62000,24.46,0,2008,44,16,19500,debt_consolidation,13600,12440.55,100
delivery driver,10,MORTGAGE,83000,31.74,0,2007,43,20,29200,debt_consolidation,20000,19165.88,100
detailer,4,RENT,35000,0.86,0,2010,18,13,0,other,3000,2745.24,94.4
sales manager,0,MORTGAGE,62000,19.3,1,1998,20,8,2100,credit_card,4100,3724.73,95
deputy,10,MORTGAGE,88000,38.22,0,2004,17,8,14300,credit_card,7300,6552.89,94.1
shop forman,10,MORTGAGE,85765,16.63,0,2001,21,10,15500,credit_card,20000,18452.04,100
carpenter,10,MORTGAGE,30000,22.52,1,2002,11,7,10200,debt_consolidation,20000,19045.42,81.8
accounting clerk,7,RENT,65926,11.76,0,1977,9,4,2700,debt_consolidation,28000,25507.11,100
salesman,10,RENT,120000,12.49,0,2003,18,8,29200,other,35000,31796.51,88.9
,NA,MORTGAGE,60000,19.04,0,2005,28,11,31900,debt_consolidation,10000,9234.27,100
personal banker,6,RENT,35000,31,0,2012,13,12,17700,debt_consolidation,5000,4648.17,100
social worker,1,RENT,63500,9.96,0,2003,14,7,11500,debt_consolidation,35000,31774.17,100
software product manager,10,RENT,101000,17,0,2003,18,12,39200,major_purchase,16000,14848.36,100
driver,3,RENT,60000,24.14,0,1982,18,12,34700,debt_consolidation,30000,28790.91,100
sgt,4,RENT,60000,23.52,0,2006,14,9,23300,credit_card,4400,3849.76,100
bus driver,10,OWN,21000,2.97,1,1994,27,2,3000,home_improvement,10000,9023.01,85.2
surgical tech,4,MORTGAGE,60000,6.36,1,2000,41,8,12200,debt_consolidation,8500,7521.73,86.8
custodian,4,RENT,80000,32.36,0,2010,20,13,10500,debt_consolidation,20000,18364.78,100
facilities technician ,10,OWN,39000,23.52,0,2011,9,6,6500,debt_consolidation,9000,7903.83,100
project engineer,10,MORTGAGE,76000,33.54,1,2006,32,27,20400,debt_consolidation,24000,22890.28,90.6
superintendent ,10,OWN,200000,17.15,0,2012,17,12,15800,credit_card,10000,8965.88,100
chief petty officer,10,RENT,55000,11.87,0,2005,11,5,2500,debt_consolidation,10000,9254.54,100
administrative specialist,2,RENT,57500,18.95,0,1990,19,10,42000,debt_consolidation,9500,8517.55,100
plant manager ,4,MORTGAGE,160000,6.1,0,1997,12,5,5300,debt_consolidation,8000,6991.22,66.7
crew,0,RENT,10800,0,0,2007,5,1,300,major_purchase,10000,9551.97,100
account manager,10,MORTGAGE,115000,25.42,0,1998,26,11,41700,debt_consolidation,15000,13448.8,100
doorman ,10,MORTGAGE,85000,14.17,0,2001,20,15,40000,debt_consolidation,23000,21694.69,95
renal social worker,3,RENT,58000,21.19,1,2002,46,25,39400,debt_consolidation,12000,0,95.1
owner/builder,10,MORTGAGE,55000,27.32,1,2004,11,7,16800,debt_consolidation,10000,9510.61,81.8
owner ,2,MORTGAGE,100000,31.39,0,2001,30,17,37800,debt_consolidation,35000,32792.68,100
rn,10,RENT,121000,11.82,1,1999,24,11,12900,credit_card,10000,9296.37,83.3
manager,9,OWN,22000,30.01,0,1998,30,10,5900,credit_card,6500,5713.52,66.7
,NA,RENT,1,NA,0,2006,18,12,14000,credit_card,10000,8749.43,100
coo,5,MORTGAGE,115000,9.52,1,1998,24,5,12500,debt_consolidation,40000,37080.14,95.8
,NA,OWN,9000,55.27,0,2010,10,8,8300,home_improvement,16000,14575.47,90
supervisor,10,RENT,79000,35.87,1,2001,22,15,19300,home_improvement,4000,3614.51,95.5
operations manager,2,MORTGAGE,90000,7.51,0,1994,15,6,8300,debt_consolidation,5000,4634.99,80
sales,3,OWN,75000,28.19,0,2006,19,12,23800,debt_consolidation,20000,18635.12,100
security bike officer,1,MORTGAGE,31000,6.25,0,2008,8,6,2900,debt_consolidation,3500,3129.11,100
teacher,3,RENT,172000,4.35,0,2003,20,11,15900,debt_consolidation,15000,14702.72,100
pct ,2,MORTGAGE,49992,19.16,1,2005,32,6,16300,credit_card,15000,13920.33,96.9
 lead hydraulic mechanic,10,RENT,40600,32.04,3,2005,13,5,12300,debt_consolidation,11400,11043.53,75
music director,5,MORTGAGE,55000,12.28,0,1991,26,7,7000,debt_consolidation,24000,22524.18,96.2
safety coordinator,10,OWN,150000,6.9,1,2003,14,6,9500,home_improvement,20000,17582.01,92.9
software architect,8,MORTGAGE,280000,7.35,0,2000,30,12,131800,medical,40000,0,100
landscaper ,10,MORTGAGE,55000,14.07,0,1984,22,11,36300,debt_consolidation,15000,13223.48,100
radiology department,8,MORTGAGE,32000,27.74,0,1985,12,8,20300,debt_consolidation,8475,8073.03,91.7
book keeper,10,OWN,15000,70.48,0,2004,24,6,25600,debt_consolidation,30000,29026.93,87.5
law enforcement officer,3,RENT,101000,9.04,0,2003,28,16,48400,other,7000,5589.48,100
foreman,4,OWN,70500,11.47,0,1995,39,22,60200,debt_consolidation,25000,24011.93,97.4
medical assistant,3,RENT,45000,22.19,0,1999,25,17,19000,debt_consolidation,10000,8790.09,95.8
lift truck operator,10,RENT,60000,22.58,0,1981,13,9,30700,debt_consolidation,16000,15171.95,100
pharmacist,10,MORTGAGE,110000,20.64,0,1996,32,14,102500,credit_card,15000,13851.4,100
officer,10,MORTGAGE,117000,25.45,0,2005,28,11,13500,debt_consolidation,40000,39068.19,96.3
project manager,3,RENT,50000,45.82,0,2004,17,10,12000,debt_consolidation,40000,35635.31,100
senior cad drafter,4,OWN,52000,10.11,0,2001,15,7,8000,credit_card,10000,8798.07,93.3
marketing coordinator,0,RENT,48000,11.26,0,2006,15,10,6000,credit_card,3000,2871.08,60
custodian,10,MORTGAGE,25000,30.34,0,1997,16,7,1700,other,2500,2206.45,87.5
barber,1,MORTGAGE,90000,30.06,0,2012,23,16,25100,debt_consolidation,20000,18005.48,100
,NA,RENT,36000,21.33,0,2013,11,6,15200,other,10000,8749.43,100
professor,10,RENT,92000,16.42,0,2002,21,11,11900,debt_consolidation,16000,15622.37,94.7
assistant manager,5,OWN,74000,12.84,0,2007,24,11,6300,debt_consolidation,20000,0,100
rn,10,MORTGAGE,76000,15.06,0,2003,23,12,22500,debt_consolidation,6000,5350.83,100
battery commander,10,RENT,102000,39.73,0,2005,49,22,79900,debt_consolidation,25000,22493.45,100
assistant service manager,4,RENT,85000,8.74,1,2013,11,9,11000,debt_consolidation,9600,8694.95,90.9
primary nurse case admin,2,MORTGAGE,70000,15.31,0,2001,46,14,71700,debt_consolidation,24000,21543.48,100
"vice president, regulatory affairs ",4,MORTGAGE,250000,25.24,2,1995,29,20,43500,home_improvement,25000,22122.84,89.3
secretary,4,RENT,35000,15.43,0,2003,22,17,7400,debt_consolidation,5000,4658.72,100
general clerk,2,MORTGAGE,32000,35.18,1,1984,28,8,16000,debt_consolidation,20000,18654.17,96.4
senior purchasing agent,10,OWN,56000,13.92,2,1998,30,15,55700,debt_consolidation,20000,18495.86,90
quality inspection,9,MORTGAGE,70000,24.81,0,1988,26,9,18500,debt_consolidation,26400,24999.24,100
resident physician,6,RENT,90000,23.13,0,2002,26,13,35900,car,10000,9740.1,100
store manager,3,RENT,48000,37.3,0,2001,38,18,36700,credit_card,25000,22869.25,100
sales manager,6,RENT,100000,13.28,0,1999,18,14,24200,moving,10000,9657.41,100
sales consultant,2,RENT,60000,6.25,0,2013,11,8,5200,debt_consolidation,1600,1414.6,90.9
manager,10,MORTGAGE,123000,17.46,0,2002,19,12,29700,debt_consolidation,15000,13585.88,100
manager,6,MORTGAGE,50000,25.4,0,2010,22,14,10800,debt_consolidation,10000,9715.1,100
,NA,OWN,57000,22.48,0,2006,40,13,6000,other,10000,9042.83,100
studio manager,6,RENT,30000,17.08,0,1973,20,17,31100,house,20000,19473.55,100
executive secretary,5,MORTGAGE,90000,11.68,1,1991,25,15,8500,debt_consolidation,14000,12916.42,92
sr business control specialist ,10,RENT,65000,4.87,0,2006,11,6,38500,credit_card,7000,6639.59,100
private health aid,2,RENT,44200,5.1,0,2008,9,7,15100,credit_card,4000,3324.16,100
